Table Number,Table Name,Code,Shortened Description
Table 5.09,Infection,040.89,BACTERIAL DISEASES NEC
Table 5.09,Infection,041.00,STREPTOCOCCUS UNSPECF
Table 5.09,Infection,041.01,STREPTOCOCCUS GROUP A
Table 5.09,Infection,041.02,STREPTOCOCCUS GROUP B
Table 5.09,Infection,041.03,STREPTOCOCCUS GROUP C
Table 5.09,Infection,041.04,ENTEROCOCCUS GROUP D
Table 5.09,Infection,041.05,STREPTOCOCCUS GROUP G
Table 5.09,Infection,041.09,OTHER STREPTOCOCCUS
Table 5.09,Infection,041.10,STAPHYLOCOCCUS UNSPCFIED
Table 5.09,Infection,041.11,MTH SUS STPH AUR ELS/NOS
Table 5.09,Infection,041.12,MRSA ELSEWHERE/NOS
Table 5.09,Infection,041.19,OTHER STAPHYLOCOCCUS
Table 5.09,Infection,041.2,PNEUMOCOCCUS INFECT NOS
Table 5.09,Infection,041.3,KLEBSIELLA PNEUMONIAE
Table 5.09,Infection,041.41,SHIGA TXN-PRODUCE E.COLI
Table 5.09,Infection,041.42,SHGA TXN PROD E.COLI NEC
Table 5.09,Infection,041.43,SHGA TXN PROD E.COLI NOS
Table 5.09,Infection,041.49,E.COLI INFECTION NEC/NOS
Table 5.09,Infection,041.5,H. INFLUENZAE INFECT NOS
Table 5.09,Infection,041.6,PROTEUS INFECTION NOS
Table 5.09,Infection,041.7,PSEUDOMONAS INFECT NOS
Table 5.09,Infection,041.81,MYCOPLASMA
Table 5.09,Infection,041.82,BACTEROIDES FRAGILIS
Table 5.09,Infection,041.83,CLOSTRIDIUM PERFRINGENS
Table 5.09,Infection,041.84,OTHER ANAEROBES
Table 5.09,Infection,041.85,OTH GRAM NEGATV BACTERIA
Table 5.09,Infection,041.86,HELICOBACTER PYLORI
Table 5.09,Infection,041.89,OTH SPECF BACTERIA
Table 5.09,Infection,041.9,BACTERIAL INFECTION NOS
Table 5.09,Infection,051.2,CONTAGIOUS PUSTULAR DERM
Table 5.09,Infection,073.0,ORNITHOSIS PNEUMONIA
Table 5.09,Infection,073.7,ORNITHOSIS COMPLICAT NEC
Table 5.09,Infection,073.8,ORNITHOSIS COMPLICAT NOS
Table 5.09,Infection,073.9,ORNITHOSIS NOS
Table 5.09,Infection,076.0,"TRACHOMA, INITIAL STAGE"
Table 5.09,Infection,076.1,"TRACHOMA, ACTIVE STAGE"
Table 5.09,Infection,076.9,TRACHOMA NOS
Table 5.09,Infection,078.2,SWEATING FEVER
Table 5.09,Infection,078.3,CAT-SCRATCH DISEASE
Table 5.09,Infection,078.4,FOOT & MOUTH DISEASE
Table 5.09,Infection,078.6,HEM NEPHROSONEPHRITIS
Table 5.09,Infection,078.88,OTH SPEC DIS CHLAMYDIAE
Table 5.09,Infection,079.88,OTH SPCF CHLAMYDIAL INFC
Table 5.09,Infection,079.98,CHLAMYDIAL INFECTION NOS
Table 5.09,Infection,082.40,EHRLICHIOSIS NOS
Table 5.09,Infection,082.41,EHRLICHIOSIS CHAFEENSIS
Table 5.09,Infection,082.49,EHRLICHIOSIS NEC
Table 5.09,Infection,082.8,TICK-BORNE RICKETTS NEC
Table 5.09,Infection,082.9,TICK-BORNE RICKETTS NOS
Table 5.09,Infection,083.2,RICKETTSIALPOX
Table 5.09,Infection,083.8,RICKETTSIOSES NEC
Table 5.09,Infection,083.9,RICKETTSIOSIS NOS
Table 5.09,Infection,088.0,BARTONELLOSIS
Table 5.09,Infection,088.81,LYME DISEASE
Table 5.09,Infection,090.0,EARLY CONG SYPH SYMPTOM
Table 5.09,Infection,090.1,EARLY CONGEN SYPH LATENT
Table 5.09,Infection,090.2,EARLY CONGEN SYPH NOS
Table 5.09,Infection,090.3,SYPHILITIC KERATITIS
Table 5.09,Infection,090.40,JUVENILE NEUROSYPH NOS
Table 5.09,Infection,090.41,CONGEN SYPH ENCEPHALITIS
Table 5.09,Infection,090.42,CONGEN SYPH MENINGITIS
Table 5.09,Infection,090.49,JUVENILE NEUROSYPH NEC
Table 5.09,Infection,090.5,LATE CONGEN SYPH SYMPTOM
Table 5.09,Infection,090.6,LATE CONGEN SYPH LATENT
Table 5.09,Infection,090.7,LATE CONGEN SYPH NOS
Table 5.09,Infection,090.9,CONGENITAL SYPHILIS NOS
Table 5.09,Infection,091.0,PRIMARY GENITAL SYPHILIS
Table 5.09,Infection,091.1,PRIMARY ANAL SYPHILIS
Table 5.09,Infection,091.2,PRIMARY SYPHILIS NEC
Table 5.09,Infection,091.3,SECONDARY SYPH SKIN
Table 5.09,Infection,091.4,SYPHILITIC ADENOPATHY
Table 5.09,Infection,091.50,SYPHILITIC UVEITIS NOS
Table 5.09,Infection,091.51,SYPHILIT CHORIORETINITIS
Table 5.09,Infection,091.52,SYPHILITIC IRIDOCYCLITIS
Table 5.09,Infection,091.61,SYPHILITIC PERIOSTITIS
Table 5.09,Infection,091.62,SYPHILITIC HEPATITIS
Table 5.09,Infection,091.69,SECOND SYPH VISCERA NEC
Table 5.09,Infection,091.7,SECOND SYPHILIS RELAPSE
Table 5.09,Infection,091.81,ACUTE SYPHIL MENINGITIS
Table 5.09,Infection,091.82,SYPHILITIC ALOPECIA
Table 5.09,Infection,091.89,SECONDARY SYPHILIS NEC
Table 5.09,Infection,091.9,SECONDARY SYPHILIS NOS
Table 5.09,Infection,092.0,EARLY SYPH LATENT RELAPS
Table 5.09,Infection,092.9,EARLY SYPHIL LATENT NOS
Table 5.09,Infection,093.0,"AORTIC ANEURYSM, SYPHIL"
Table 5.09,Infection,093.1,SYPHILITIC AORTITIS
Table 5.09,Infection,093.20,SYPHIL ENDOCARDITIS NOS
Table 5.09,Infection,093.21,SYPHILITIC MITRAL VALVE
Table 5.09,Infection,093.22,SYPHILITIC AORTIC VALVE
Table 5.09,Infection,093.23,SYPHIL TRICUSPID VALVE
Table 5.09,Infection,093.24,SYPHIL PULMONARY VALVE
Table 5.09,Infection,093.81,SYPHILITIC PERICARDITIS
Table 5.09,Infection,093.82,SYPHILITIC MYOCARDITIS
Table 5.09,Infection,093.89,CARDIOVASCULAR SYPH NEC
Table 5.09,Infection,093.9,CARDIOVASCULAR SYPH NOS
Table 5.09,Infection,094.0,TABES DORSALIS
Table 5.09,Infection,094.1,GENERAL PARESIS
Table 5.09,Infection,094.2,SYPHILITIC MENINGITIS
Table 5.09,Infection,094.3,ASYMPTOMAT NEUROSYPHILIS
Table 5.09,Infection,094.81,SYPHILITIC ENCEPHALITIS
Table 5.09,Infection,094.82,SYPHILITIC PARKINSONISM
Table 5.09,Infection,094.83,SYPH DISSEM RETINITIS
Table 5.09,Infection,094.84,SYPHILITIC OPTIC ATROPHY
Table 5.09,Infection,094.85,SYPH RETROBULB NEURITIS
Table 5.09,Infection,094.86,SYPHIL ACOUSTIC NEURITIS
Table 5.09,Infection,094.87,SYPH RUPT CEREB ANEURYSM
Table 5.09,Infection,094.89,NEUROSYPHILIS NEC
Table 5.09,Infection,094.9,NEUROSYPHILIS NOS
Table 5.09,Infection,095.0,SYPHILITIC EPISCLERITIS
Table 5.09,Infection,095.1,SYPHILIS OF LUNG
Table 5.09,Infection,095.2,SYPHILITIC PERITONITIS
Table 5.09,Infection,095.3,SYPHILIS OF LIVER
Table 5.09,Infection,095.4,SYPHILIS OF KIDNEY
Table 5.09,Infection,095.5,SYPHILIS OF BONE
Table 5.09,Infection,095.6,SYPHILIS OF MUSCLE
Table 5.09,Infection,095.7,SYPHILIS OF TENDON/BURSA
Table 5.09,Infection,095.8,LATE SYMPT SYPHILIS NEC
Table 5.09,Infection,095.9,LATE SYMPT SYPHILIS NOS
Table 5.09,Infection,096,LATE SYPHILIS LATENT
Table 5.09,Infection,097.0,LATE SYPHILIS NOS
Table 5.09,Infection,097.1,LATENT SYPHILIS NOS
Table 5.09,Infection,097.9,SYPHILIS NOS
Table 5.09,Infection,098.0,ACUTE GC INFECT LOWER GU
Table 5.09,Infection,098.10,GC (ACUTE) UPPER GU NOS
Table 5.09,Infection,098.11,GC CYSTITIS (ACUTE)
Table 5.09,Infection,098.12,GC PROSTATITIS (ACUTE)
Table 5.09,Infection,098.13,GC ORCHITIS (ACUTE)
Table 5.09,Infection,098.14,GC SEM VESICULIT (ACUTE)
Table 5.09,Infection,098.15,GC CERVICITIS (ACUTE)
Table 5.09,Infection,098.16,GC ENDOMETRITIS (ACUTE)
Table 5.09,Infection,098.17,ACUTE GC SALPINGITIS
Table 5.09,Infection,098.19,GC (ACUTE) UPPER GU NEC
Table 5.09,Infection,098.2,CHR GC INFECT LOWER GU
Table 5.09,Infection,098.30,CHR GC UPPER GU NOS
Table 5.09,Infection,098.31,"GC CYSTITIS, CHRONIC"
Table 5.09,Infection,098.32,"GC PROSTATITIS, CHRONIC"
Table 5.09,Infection,098.33,"GC ORCHITIS, CHRONIC"
Table 5.09,Infection,098.34,"GC SEM VESICULITIS, CHR"
Table 5.09,Infection,098.35,"GC CERVICITIS, CHRONIC"
Table 5.09,Infection,098.36,"GC ENDOMETRITIS, CHRONIC"
Table 5.09,Infection,098.37,GC SALPINGITIS (CHRONIC)
Table 5.09,Infection,098.39,CHR GC UPPER GU NEC
Table 5.09,Infection,098.40,GONOCOCCAL CONJUNCTIVIT
Table 5.09,Infection,098.41,GONOCOCCAL IRIDOCYCLITIS
Table 5.09,Infection,098.42,GONOCOCCAL ENDOPHTHALMIA
Table 5.09,Infection,098.43,GONOCOCCAL KERATITIS
Table 5.09,Infection,098.49,GONOCOCCAL EYE NEC
Table 5.09,Infection,098.50,GONOCOCCAL ARTHRITIS
Table 5.09,Infection,098.51,GONOCOCCAL SYNOVITIS
Table 5.09,Infection,098.52,GONOCOCCAL BURSITIS
Table 5.09,Infection,098.53,GONOCOCCAL SPONDYLITIS
Table 5.09,Infection,098.59,GC INFECT JOINT NEC
Table 5.09,Infection,098.6,GONOCOCCAL INFEC PHARYNX
Table 5.09,Infection,098.7,GC INFECT ANUS & RECTUM
Table 5.09,Infection,098.81,GONOCOCCAL KERATOSIS
Table 5.09,Infection,098.82,GONOCOCCAL MENINGITIS
Table 5.09,Infection,098.83,GONOCOCCAL PERICARDITIS
Table 5.09,Infection,098.84,GONOCOCCAL ENDOCARDITIS
Table 5.09,Infection,098.85,GONOCOCCAL HEART DIS NEC
Table 5.09,Infection,098.86,GONOCOCCAL PERITONITIS
Table 5.09,Infection,098.89,GONOCOCCAL INF SITE NEC
Table 5.09,Infection,099.0,CHANCROID
Table 5.09,Infection,099.1,LYMPHOGRANULOMA VENEREUM
Table 5.09,Infection,099.2,GRANULOMA INGUINALE
Table 5.09,Infection,099.3,REITER'S DISEASE
Table 5.09,Infection,099.40,UNSPCF NONGNCCL URETHRTS
Table 5.09,Infection,099.41,CHLMYD TRACHOMATIS URETH
Table 5.09,Infection,099.49,NONGC URTH OTH SPF ORGSM
Table 5.09,Infection,099.50,OTH VD CHLM TRCH UNSP ST
Table 5.09,Infection,099.51,OTH VD CHLM TRCH PHARYNX
Table 5.09,Infection,099.52,OTH VD CHLM TRCH ANS RCT
Table 5.09,Infection,099.53,OTH VD CHLM TRCH LOWR GU
Table 5.09,Infection,099.54,OTH VD CHLM TRCH OTH GU
Table 5.09,Infection,099.55,OT VD CHLM TRCH UNSPF GU
Table 5.09,Infection,099.56,OT VD CHLM TRCH PRTONEUM
Table 5.09,Infection,099.59,OTH VD CHLM TRCH SPCF ST
Table 5.09,Infection,099.8,VENEREAL DISEASE NEC
Table 5.09,Infection,099.9,VENEREAL DISEASE NOS
Table 5.09,Infection,100.0,LEPTOSPIROS ICTEROHEM
Table 5.09,Infection,100.81,LEPTOSPIRAL MENINGITIS
Table 5.09,Infection,100.89,LEPTOSPIRAL INFECT NEC
Table 5.09,Infection,100.9,LEPTOSPIROSIS NOS
Table 5.09,Infection,101,VINCENT'S ANGINA
Table 5.09,Infection,102.0,INITIAL LESIONS YAWS
Table 5.09,Infection,102.1,MULTIPLE PAPILLOMATA
Table 5.09,Infection,102.2,EARLY SKIN YAWS NEC
Table 5.09,Infection,102.3,HYPERKERATOSIS OF YAWS
Table 5.09,Infection,102.4,"GUMMATA AND ULCERS, YAWS"
Table 5.09,Infection,102.5,GANGOSA
Table 5.09,Infection,102.6,YAWS OF BONE & JOINT
Table 5.09,Infection,102.7,YAWS MANIFESTATIONS NEC
Table 5.09,Infection,102.8,LATENT YAWS
Table 5.09,Infection,102.9,YAWS NOS
Table 5.09,Infection,103.0,PINTA PRIMARY LESIONS
Table 5.09,Infection,103.1,PINTA INTERMED LESIONS
Table 5.09,Infection,103.2,PINTA LATE LESIONS
Table 5.09,Infection,103.3,PINTA MIXED LESIONS
Table 5.09,Infection,103.9,PINTA NOS
Table 5.09,Infection,104.0,NONVENEREAL ENDEMIC SYPH
Table 5.09,Infection,104.8,SPIROCHETAL INFECT NEC
Table 5.09,Infection,104.9,SPIROCHETAL INFECT NOS
Table 5.09,Infection,130.0,TOXOPLASM MENINGOENCEPH
Table 5.09,Infection,130.1,TOXOPLASM CONJUNCTIVITIS
Table 5.09,Infection,130.2,TOXOPLASM CHORIORETINIT
Table 5.09,Infection,130.3,TOXOPLASMA MYOCARDITIS
Table 5.09,Infection,130.4,TOXOPLASMA PNEUMONITIS
Table 5.09,Infection,130.5,TOXOPLASMA HEPATITIS
Table 5.09,Infection,130.7,TOXOPLASMOSIS SITE NEC
Table 5.09,Infection,130.8,MULTISYSTEM TOXOPLASMOS
Table 5.09,Infection,131.00,UROGENITAL TRICHOMON NOS
Table 5.09,Infection,131.01,TRICHOMONAL VAGINITIS
Table 5.09,Infection,131.02,TRICHOMONAL URETHRITIS
Table 5.09,Infection,131.03,TRICHOMONAL PROSTATITIS
Table 5.09,Infection,131.09,UROGENITAL TRICHOMON NEC
Table 5.09,Infection,131.8,TRICHOMONIASIS NEC
Table 5.09,Infection,131.9,TRICHOMONIASIS NOS
Table 5.09,Infection,320.0,HEMOPHILUS MENINGITIS
Table 5.09,Infection,320.1,PNEUMOCOCCAL MENINGITIS
Table 5.09,Infection,320.2,STREPTOCOCCAL MENINGITIS
Table 5.09,Infection,320.3,STAPHYLOCOCC MENINGITIS
Table 5.09,Infection,320.7,MENING IN OTH BACT DIS
Table 5.09,Infection,320.81,ANAEROBIC MENINGITIS
Table 5.09,Infection,320.82,MNINGTS GRAM-NEG BCT NEC
Table 5.09,Infection,320.89,MENINGITIS OTH SPCF BACT
Table 5.09,Infection,320.9,BACTERIAL MENINGITIS NOS
Table 5.09,Infection,322.9,MENINGITIS NOS
Table 5.09,Infection,323.1,RICKETTSIAL ENCEPHALITIS
Table 5.09,Infection,323.41,OT ENCPH/MYE OT INF ELSE
Table 5.09,Infection,323.42,OTH MYELITIS OT INF ELSE
Table 5.09,Infection,324.0,INTRACRANIAL ABSCESS
Table 5.09,Infection,324.1,INTRASPINAL ABSCESS
Table 5.09,Infection,324.9,CNS ABSCESS NOS
Table 5.09,Infection,380.10,INFEC OTITIS EXTERNA NOS
Table 5.09,Infection,380.11,ACUTE INFECTION OF PINNA
Table 5.09,Infection,380.12,ACUTE SWIMMERS' EAR
Table 5.09,Infection,380.13,AC INFECT EXTERN EAR NEC
Table 5.09,Infection,380.14,MALIGNANT OTITIS EXTERNA
Table 5.09,Infection,380.15,CHR MYCOT OTITIS EXTERNA
Table 5.09,Infection,380.16,CHR INF OTIT EXTERNA NEC
Table 5.09,Infection,380.21,CHOLESTEATOMA EXTERN EAR
Table 5.09,Infection,380.22,ACUTE OTITIS EXTERNA NEC
Table 5.09,Infection,380.23,CHR OTITIS EXTERNA NEC
Table 5.09,Infection,382.00,AC SUPP OTITIS MEDIA NOS
Table 5.09,Infection,382.01,AC SUPP OM W DRUM RUPT
Table 5.09,Infection,382.02,AC SUPP OM IN OTH DIS
Table 5.09,Infection,382.1,CHR TUBOTYMPAN SUPPUR OM
Table 5.09,Infection,382.2,CHR ATTICOANTRAL SUP OM
Table 5.09,Infection,421.0,AC/SUBAC BACT ENDOCARD
Table 5.09,Infection,421.1,AC ENDOCARDIT IN OTH DIS
Table 5.09,Infection,421.9,AC/SUBAC ENDOCARDIT NOS
Table 5.09,Infection,422.0,AC MYOCARDIT IN OTH DIS
Table 5.09,Infection,422.90,ACUTE MYOCARDITIS NOS
Table 5.09,Infection,422.91,IDIOPATHIC MYOCARDITIS
Table 5.09,Infection,422.92,SEPTIC MYOCARDITIS
Table 5.09,Infection,422.93,TOXIC MYOCARDITIS
Table 5.09,Infection,422.99,ACUTE MYOCARDITIS NEC
Table 5.09,Infection,462,ACUTE PHARYNGITIS
Table 5.09,Infection,463,ACUTE TONSILLITIS
Table 5.09,Infection,464.00,AC LARYNGITIS W/O OBST
Table 5.09,Infection,464.01,AC LARYNGITIS W OBSTRUCT
Table 5.09,Infection,464.10,AC TRACHEITIS NO OBSTRUC
Table 5.09,Infection,464.11,AC TRACHEITIS W OBSTRUCT
Table 5.09,Infection,464.20,AC LARYNGOTRACH NO OBSTR
Table 5.09,Infection,464.21,AC LARYNGOTRACH W OBSTR
Table 5.09,Infection,464.30,AC EPIGLOTTITIS NO OBSTR
Table 5.09,Infection,464.31,AC EPIGLOTTITIS W OBSTR
Table 5.09,Infection,464.50,SUPRAGLOTTIS W/O OBS NOS
Table 5.09,Infection,464.51,SUPRAGLOTTIS W OBSTR NOS
Table 5.09,Infection,475,PERITONSILLAR ABSCESS
Table 5.09,Infection,476.0,CHRONIC LARYNGITIS
Table 5.09,Infection,476.1,CHR LARYNGOTRACHEITIS
Table 5.09,Infection,481,PNEUMOCOCCAL PNEUMONIA
Table 5.09,Infection,482.0,K. PNEUMONIAE PNEUMONIA
Table 5.09,Infection,482.1,PSEUDOMONAL PNEUMONIA
Table 5.09,Infection,482.2,H.INFLUENZAE PNEUMONIA
Table 5.09,Infection,482.30,STREPTOCOCCAL PNEUMN NOS
Table 5.09,Infection,482.31,PNEUMONIA STRPTOCOCCUS A
Table 5.09,Infection,482.32,PNEUMONIA STRPTOCOCCUS B
Table 5.09,Infection,482.39,PNEUMONIA OTH STREP
Table 5.09,Infection,482.40,STAPHYLOCOCCAL PNEU NOS
Table 5.09,Infection,482.41,METH SUS PNEUM D/T STAPH
Table 5.09,Infection,482.42,METH RES PNEU D/T STAPH
Table 5.09,Infection,482.49,STAPH PNEUMONIA NEC
Table 5.09,Infection,482.81,PNEUMONIA ANAEROBES
Table 5.09,Infection,482.82,PNEUMONIA E COLI
Table 5.09,Infection,482.83,PNEUMO OTH GRM-NEG BACT
Table 5.09,Infection,482.84,LEGIONNAIRES' DISEASE
Table 5.09,Infection,482.89,PNEUMONIA OTH SPCF BACT
Table 5.09,Infection,482.9,BACTERIAL PNEUMONIA NOS
Table 5.09,Infection,483.0,PNEU MYCPLSM PNEUMONIAE
Table 5.09,Infection,483.1,PNEUMONIA D/T CHLAMYDIA
Table 5.09,Infection,483.8,PNEUMON OTH SPEC ORGNSM
Table 5.09,Infection,484.1,PNEUM W CYTOMEG INCL DIS
Table 5.09,Infection,484.3,PNEUMONIA IN WHOOP COUGH
Table 5.09,Infection,484.5,PNEUMONIA IN ANTHRAX
Table 5.09,Infection,484.6,PNEUM IN ASPERGILLOSIS
Table 5.09,Infection,484.7,PNEUM IN OTH SYS MYCOSES
Table 5.09,Infection,484.8,PNEUM IN INFECT DIS NEC
Table 5.09,Infection,485,BRONCHOPNEUMONIA ORG NOS
Table 5.09,Infection,486,"PNEUMONIA, ORGANISM NOS"
Table 5.09,Infection,487.0,INFLUENZA WITH PNEUMONIA
Table 5.09,Infection,487.1,FLU W RESP MANIFEST NEC
Table 5.09,Infection,487.8,FLU W MANIFESTATION NEC
Table 5.09,Infection,488.11,FLU DT 2009 H1N1 W PNEU
Table 5.09,Infection,488.81,FLU DT NVL A VRS W PNEU
Table 5.09,Infection,490,BRONCHITIS NOS
Table 5.09,Infection,491.0,SIMPLE CHR BRONCHITIS
Table 5.09,Infection,491.1,MUCOPURUL CHR BRONCHITIS
Table 5.09,Infection,491.20,OBST CHR BRONC W/O EXAC
Table 5.09,Infection,491.21,OBS CHR BRONC W(AC) EXAC
Table 5.09,Infection,491.22,OBS CHR BRONC W AC BRONC
Table 5.09,Infection,491.8,CHRONIC BRONCHITIS NEC
Table 5.09,Infection,491.9,CHRONIC BRONCHITIS NOS
Table 5.09,Infection,510.0,EMPYEMA WITH FISTULA
Table 5.09,Infection,510.9,EMPYEMA W/O FISTULA
Table 5.09,Infection,513.0,ABSCESS OF LUNG
Table 5.09,Infection,513.1,ABSCESS OF MEDIASTINUM
Table 5.09,Infection,516.35,IDIOPTH LYM INTERST PNEU
Table 5.09,Infection,516.36,CRYPTOGENIC ORGANIZ PNEU
Table 5.09,Infection,516.37,DESQUAMATV INTERST PNEU
Table 5.09,Infection,539.01,INF D/T GASTRC BAND PROC
Table 5.09,Infection,539.81,INF D/T OT BARIATRC PROC
Table 5.09,Infection,540.0,AC APPEND W PERITONITIS
Table 5.09,Infection,540.1,ABSCESS OF APPENDIX
Table 5.09,Infection,540.9,ACUTE APPENDICITIS NOS
Table 5.09,Infection,541,APPENDICITIS NOS
Table 5.09,Infection,542,OTHER APPENDICITIS
Table 5.09,Infection,562.01,DVRTCLI SML INT W/O HMRG
Table 5.09,Infection,562.11,DVRTCLI COLON W/O HMRHG
Table 5.09,Infection,562.13,DVRTCLI COLON W HMRHG
Table 5.09,Infection,566,ANAL & RECTAL ABSCESS
Table 5.09,Infection,567.21,PERITONITIS (ACUTE) GEN
Table 5.09,Infection,567.22,PERITONEAL ABSCESS 
Table 5.09,Infection,567.23,SPONTAN BACT PERITONITIS
Table 5.09,Infection,567.29,SUPPURAT PERITONITIS NEC
Table 5.09,Infection,567.31,PSOAS MUSCLE ABSCESS
Table 5.09,Infection,567.38,RETROPERITON ABSCESS NEC
Table 5.09,Infection,567.39,RETROPERITON INFECT NEC
Table 5.09,Infection,567.81,CHOLEPERITONITIS 
Table 5.09,Infection,567.82,SCLEROSING MESENTERITIS
Table 5.09,Infection,567.89,PERITONITIS NEC
Table 5.09,Infection,567.9,PERITONITIS NOS
Table 5.09,Infection,569.5,INTESTINAL ABSCESS
Table 5.09,Infection,569.61,COLOSTY/ENTEROST INFECTN
Table 5.09,Infection,575.0,ACUTE CHOLECYSTITIS
Table 5.09,Infection,590.00,CHR PYELONEPHRITIS NOS
Table 5.09,Infection,590.01,CHR PYELONEPH W MED NECR
Table 5.09,Infection,590.10,AC PYELONEPHRITIS NOS
Table 5.09,Infection,590.11,AC PYELONEPHR W MED NECR
Table 5.09,Infection,590.2,RENAL/PERIRENAL ABSCESS
Table 5.09,Infection,590.3,PYELOURETERITIS CYSTICA
Table 5.09,Infection,590.80,PYELONEPHRITIS NOS
Table 5.09,Infection,590.81,PYELONEPHRIT IN OTH DIS
Table 5.09,Infection,590.9,INFECTION OF KIDNEY NOS
Table 5.09,Infection,595.0,ACUTE CYSTITIS
Table 5.09,Infection,596.81,INFECTION OF CYSTOSTOMY
Table 5.09,Infection,599.0,URIN TRACT INFECTION NOS
Table 5.09,Infection,601.0,ACUTE PROSTATITIS
Table 5.09,Infection,601.1,CHRONIC PROSTATITIS
Table 5.09,Infection,601.2,ABSCESS OF PROSTATE
Table 5.09,Infection,601.3,PROSTATOCYSTITIS
Table 5.09,Infection,601.4,PROSTATITIS IN OTH DIS
Table 5.09,Infection,601.8,PROSTATIC INFLAM DIS NEC
Table 5.09,Infection,601.9,PROSTATITIS NOS
Table 5.09,Infection,614.0,AC SALPINGO-OOPHORITIS
Table 5.09,Infection,614.1,CHR SALPINGO-OOPHORITIS
Table 5.09,Infection,614.2,SALPINGO-OOPHORITIS NOS
Table 5.09,Infection,614.3,ACUTE PARAMETRITIS
Table 5.09,Infection,614.4,CHRONIC PARAMETRITIS
Table 5.09,Infection,614.5,AC PELV PERITONITIS-FEM
Table 5.09,Infection,614.7,CHR PELV PERITON NEC-FEM
Table 5.09,Infection,616.2,BARTHOLIN'S GLAND CYST
Table 5.09,Infection,616.3,BARTHOLIN'S GLND ABSCESS
Table 5.09,Infection,616.4,ABSCESS OF VULVA NEC
Table 5.09,Infection,639.0 ,POSTABORTION GU INFECT
Table 5.09,Infection,646.60,GU INFECT IN PREG- UNSPEC
Table 5.09,Infection,646.61,GU INFECTION-DELIVERED
Table 5.09,Infection,646.62,GU INFECTION-DELIV W P/P
Table 5.09,Infection,646.63,GU INFECTION-ANTEPARTUM
Table 5.09,Infection,646.64,GU INFECTION-POSTPARTUM
Table 5.09,Infection,670.00,MAJ PUERP INF NOS-UNSP
Table 5.09,Infection,670.02,MAJ PUER INF NOS-DEL P/P
Table 5.09,Infection,670.04,MAJOR PUERP INF NOS-P/P
Table 5.09,Infection,674.30,OB SURG COMPL NEC-UNSPEC
Table 5.09,Infection,674.32,OB SURG COMPL-DEL W P/P
Table 5.09,Infection,674.34,OB SURG COMP NEC- POSTPAR
Table 5.09,Infection,680.0,CARBUNCLE OF FACE
Table 5.09,Infection,680.1,CARBUNCLE OF NECK
Table 5.09,Infection,680.2,CARBUNCLE OF TRUNK
Table 5.09,Infection,680.3,CARBUNCLE OF ARM
Table 5.09,Infection,680.4,CARBUNCLE OF HAND
Table 5.09,Infection,680.5,CARBUNCLE OF BUTTOCK
Table 5.09,Infection,680.6,CARBUNCLE OF LEG
Table 5.09,Infection,680.7,CARBUNCLE OF FOOT
Table 5.09,Infection,680.8,"CARBUNCLE, SITE NEC"
Table 5.09,Infection,680.9,CARBUNCLE NOS
Table 5.09,Infection,681.00,"CELLULITIS, FINGER NOS"
Table 5.09,Infection,681.01,FELON
Table 5.09,Infection,681.02,ONYCHIA OF FINGER
Table 5.09,Infection,681.10,"CELLULITIS, TOE NOS"
Table 5.09,Infection,681.11,ONYCHIA OF TOE
Table 5.09,Infection,681.9,CELLULITIS OF DIGIT NOS
Table 5.09,Infection,682.0,CELLULITIS OF FACE
Table 5.09,Infection,682.1,CELLULITIS OF NECK
Table 5.09,Infection,682.2,CELLULITIS OF TRUNK
Table 5.09,Infection,682.3,CELLULITIS OF ARM
Table 5.09,Infection,682.4,CELLULITIS OF HAND
Table 5.09,Infection,682.5,CELLULITIS OF BUTTOCK
Table 5.09,Infection,682.6,CELLULITIS OF LEG
Table 5.09,Infection,682.7,CELLULITIS OF FOOT
Table 5.09,Infection,682.8,"CELLULITIS, SITE NEC"
Table 5.09,Infection,682.9,CELLULITIS NOS
Table 5.09,Infection,683,ACUTE LYMPHADENITIS
Table 5.09,Infection,684,IMPETIGO
Table 5.09,Infection,685.0,PILONIDAL CYST W ABSCESS
Table 5.09,Infection,685.1,PILONIDAL CYST W/O ABSC
Table 5.09,Infection,686.00,PYODERMA NOS
Table 5.09,Infection,686.01,PYODERMA GANGRENOSUM
Table 5.09,Infection,686.09,PYODERMA NEC
Table 5.09,Infection,686.1,PYOGENIC GRANULOMA
Table 5.09,Infection,686.8,LOCAL SKIN INFECTION NEC
Table 5.09,Infection,686.9,LOCAL SKIN INFECTION NOS
Table 5.09,Infection,711.90,INF ARTHRITIS NOS-UNSPEC
Table 5.09,Infection,711.91,INF ARTHRITIS NOS-SHLDER
Table 5.09,Infection,711.92,INF ARTHRITIS NOS-UP/ARM
Table 5.09,Infection,711.93,INF ARTHRIT NOS-FOREARM
Table 5.09,Infection,711.94,INF ARTHRIT NOS-HAND
Table 5.09,Infection,711.95,INF ARTHRIT NOS-PELVIS
Table 5.09,Infection,711.96,INF ARTHRIT NOS-L/LEG
Table 5.09,Infection,711.97,INF ARTHRIT NOS-ANKLE
Table 5.09,Infection,711.98,INF ARTHRIT NOS-OTH SITE
Table 5.09,Infection,711.99,INF ARTHRITIS NOS-MULT
Table 5.09,Infection,730.00,AC OSTEOMYELITIS-UNSPEC
Table 5.09,Infection,730.01,AC OSTEOMYELITIS-SHLDER
